author,text,published_at,sentiment
@hemamaliniananthkumar5587,"Pooja inflation is everywhere , but saranj already has a job here. So it is not a wise decison to move on from a city like Ontario. Same happens in UAE , eventhough dubai is more expensive than others  emirates people who are living in dubai just don't want to move to other emirates  for the lifestyle it offers. So try to increase your income if possible and eventually you can overcome this inflation.",2023-05-29T18:04:54Z,NEGATIVE
@fortunate100,"you have spent too much money on kitchen renovation, gym, house . work space , if you move to calgary you have to sell your stuff at a cheaper price , because you buy everything new ,",2023-05-29T17:24:05Z,NEGATIVE
@JOHNMARK-vr5qz,"Hey, I moved from living in Toronto's core downtown for years to Calgary. And for me, it was the best decision ever. 
1. Winters - Yes, people think winters are crazy in Calgary.. but honestly, it's not. Calgary is dry, so the winters are a lot more bearable(Comparison: -15 in Toronto is comparable to -25 in Calgary). 
2. Love the sun: It's super sunny. 300 days of the sun makes winters enjoyable and fun (super sunny winners, not gloomy). And don't forget the chinooks; for every 1 week of -20, there would be 3 to 4 for +5. 
3. Things to do in Calgary - There are very few downtown things to do in Calgary (Especially if you compare to Toronto) But tons and tons of outdoorsy things to do (If you don't like outdoor stuff, that's a different story). 
4. Friendlier people - People are more helpful and friendlier here than in Toronto. Strangers would stop, take time and chat with you. Your neighbors know you and look out for you. 
5. Cost of living -  Lower tax (5% vs. 13%), Cheaper housing, and Food prices at restaurants might be the same, but the portion is huge (But this is subjective). 
6. Jobs - Yes, moving with a job is advisable. There are definitely fewer opportunities as compared to Toronto. But it depends on which sector. and things are improving. BTW, oil and gas also have IT openings. 
7. Pace of life - It's peaceful; some people like it, others hate it. But it depends on what you value more. 
Note: If you are thinking about Calgary only because it's cheap, you might eventually regret your decision. Think about what you enjoy and value more. All the best",2023-05-29T16:48:24Z,POSITIVE
@ubermensch-,The whole video looks so fake. You bought 12$ cinnamon roll. Leave apart sofa and counter tops. Who buys house so soon? Pathetic money skills,2023-05-29T16:40:36Z,NEGATIVE
@kari2p-g7l,Refinance your mortgage when interest rates decline,2023-05-29T16:34:59Z,NEUTRAL
@andyjhurry6743,"Hi Pooja, your video is contradictory with your lifestyle. Normal immigrants can't afford expensive stuffs like yours and each partner has to work to earn a decent living and pay the bills. You are lucky that your family supports you..at this age! It seems also that you have just woke up and realise the issue with the variable interest rate. It is probably nearing its end when you are now waking up. It's not a new subject at all and everybody is feeling it.. Since very long time ago.",2023-05-29T16:25:38Z,NEUTRAL
@Amit-y3t8x,"Hey Pooja, I know a lot of people are worried about this whole inflation and interest rates thing that's going on everywhere. But don't base your long-term decisions on this. It's not gonna stay crazy high forever. Right now, it looks like interest rates in Canada are gonna hit their peak in about six months or so. And there might just be one more rate hike of around 0.25% before they start coming down. In about two-two and a half years, they should settle back down to around 3.5% or so. And your mortgage payments will become easier to handle by then. ( I work in investments so that you know I am not pulling this from thin air 🙂). Thought you'd feel better knowing all this.",2023-05-29T16:09:14Z,NEUTRAL
@oudomkeo,"My suggest is plan a 2 weeks visit in Calgary first to get a feeling if it is the right place for you before moving to. I heard many stories of regrets from people who move from Ontario to Alberta. With this being said, Alberta is a beautiful place, many mountains, lake and place to visit.",2023-05-29T15:52:29Z,POSITIVE
@apsrandhawa8877,move to london you will find beautiful house in a good price as campare to calgary trust me you will love it i know its far from toronto but it is a good option,2023-05-29T15:00:23Z,POSITIVE
@swathi8273,Sell the home. Rent for few years and live the life you want..do whatever you wish to do..go wherever you want to..Family can be expanded in rent house as well. Even I hate to live a stingy life. That’s not why we left our country for..,2023-05-29T13:05:22Z,NEGATIVE
@dollyshah4744,Give your basement on rent dear if you can always live to watch you,2023-05-29T13:03:33Z,NEUTRAL
@Mikemoto1,That’s because you keep electing the Liberal Party and Trudeau who’s been in power too long.,2023-05-29T10:39:52Z,NEGATIVE
@Craylis,Job krlo behan,2023-05-29T09:03:02Z,NEUTRAL
@rishabhsingh.2000,"YES! IT IS WISE TO MOVE TO CALGARY!! IF YOU ARE PRIORITISING YOUR FAMILY, THEN IT IS BEST TO MOVE.",2023-05-29T08:25:29Z,POSITIVE
@FateLegacyGaming,"I think canada doesn't have much job opportunities as India and US does have now. Sometimes, I also regret why i move to canada. I bought my house last year in Canada and facing the same challenges as you were facing. Looking at linkedin past few weeks, i start noticing people are getting layoff. Why people came to canada, for better future...right?? Look at now, we pay interest rate to BOC for no reason. No lifestyle is left in Canada feels like. Even in Canada, crime rate is increasing day by day. I have decided already better to move back to India. Atleast, in India we don't face recession every after 10yrs as Canada is facing. Last recession in Canada was 2009 i believe and look now its freaking happening again starts from 2022. Better to be move back to India",2023-05-29T07:12:09Z,NEGATIVE
@jotymelwani,"Hi
Why not moving to Australia 
Sydney 
It’s beautiful and weather is also good",2023-05-29T06:35:03Z,POSITIVE
@jotymelwani,"Hi 
Why don’t you move to Sydney",2023-05-29T06:27:29Z,NEUTRAL
@hrishikeshkudale-o6n,We moved to Calgary from Vancouver last year it has been a very good experience so far for us... We bought a detached home in Calgary which we could easily afford. Do visit Calgary first... Winters are not extremely harsh due to Chinook winds which help variate the temperature.,2023-05-29T03:46:23Z,POSITIVE
@ZaraVerseCanada,All this is happening because of poor immigration policy! Ppl keep moving here and when you tell them Canada is not the same anymore they think we are lying,2023-05-29T03:06:39Z,NEGATIVE
@ajc9376,"You create your own happiness, material possessions and where you live has very little do to with it but you will only realize this as lofe goes on and you mature.",2023-05-29T01:53:00Z,POSITIVE
@asmalove8162,"Move to Montreal, Laval or Ottawa.",2023-05-29T01:34:35Z,NEUTRAL
@kirtiduhan5113,"Hi Pooja, you also can consider Ottawa. We were living in your neighborhood Stoney Creek and last year in 2022 January we moved here. We absolutely loved here, so much to do.",2023-05-29T00:31:00Z,POSITIVE
@labadee,How about start with cooking at home more and not buying coffee out everyday and $11 cinnamon rolls? Watching your videos you are spending way more than you should be,2023-05-29T00:28:34Z,NEGATIVE
@Not_so_serious_Sid,"If u seriously want to move, think about Ottawa not Calgary.. considering your lifestyle, it’s not a wise decision to be honest!",2023-05-29T00:21:11Z,NEGATIVE
@neeharikachowdary9294,"How do u shoot ur videos ? Ex u r crossing the road 
So do u place ur camera/tripod on the road and then start walkin",2023-05-28T23:42:30Z,NEUTRAL
@miketomson9136,"Maybe it’s time to go back to corporate job as you will earn a lot more in terms of salary and benefits, and the promotion opportunities are extensive. YouTube content creator is great as a side hustle but doesn’t pay enough to be a primary job.",2023-05-28T23:37:44Z,POSITIVE
@mua5554,"I've been following you since the day you came to Canada❤. Based on your lifestyle, I can easily see you enjoying life in Dubai (It is close to India and you are 1 flight away from almost any country in the world). I am assuming you are already in the process of getting your Canadian Citizenship, take the passport and enjoy your life elsewhere (tax free)🤩
We only live once, let it be in a sunny, fun and joyful country with the benefits of being officially a Canadian.",2023-05-28T22:34:42Z,POSITIVE
@rafiyaaaa_islam4999,u are amazing i just love you,2023-05-28T21:09:27Z,POSITIVE
@rafiyaaaa_islam4999,rent half of the house,2023-05-28T21:06:03Z,NEUTRAL
@AvivaArtistrybyCarol,"Pooja, if you’ve reached a burnout stage please rethink all your decisions & choices and hope you do changes which will save yourself from a rolling downfall 😊 take care",2023-05-28T21:03:24Z,NEUTRAL
@kahkashanhashmi8040,"My cousin lives in Calgary and she says GTA is very cheap in all things like grocery, insurance  only house is cheap for buying  in calgary but the life is too boring for nothing to do much there.",2023-05-28T20:32:06Z,NEGATIVE
@movingtocalgary01,"Calgary is fastest growing tech, finance, logistics, film industry and green energy hub. There are tons of places in and around Calgary 🏔️ ☀️ to explore as well.",2023-05-28T20:27:49Z,POSITIVE
@MrPrv123,"Hey, I understand the situation you are in!! I think  you should give some time to the situation to improve or maybe settle. If the budget is slashing the motive of earning then make a move. If you find it still manageable or there may be chances to drop down the interest rates that would be great for you!!! Hope it helps you....
The content filled vlogs are just great. I am getting much more information!!! Thanks 👍",2023-05-28T19:41:21Z,POSITIVE
@xfactor5326,moving to India 🇮🇳 may be 🤔🤔🤔,2023-05-28T19:22:21Z,NEUTRAL
@gaurimohgaonkar9844,Move to Ottawa,2023-05-28T19:15:09Z,NEUTRAL
@shrutihiswankar5294,Hii everyone I have been watching Pooja for a long time and was super motivated to move to Canada but I also  keep a very close eye on geopolitics and other international events so post covid when I was actually planning to move I gave my decision a second thought and considering the uprising of East I put it on hold. Currently I feel India is offering way better opportunities than any other place also we stay close to our family and feel connected. This probably is best time to stay in India after many years...what say guys..???,2023-05-28T19:12:12Z,POSITIVE
@TalzBlaze,So many fucking indians in Canada.,2023-05-28T18:34:08Z,NEGATIVE
@Giggle_GrowTv,"Rent your basement , plus with vlogging, do some job as well, stop buying expensive unnecessary stuff. And yr why can’t you be normal, I’ve seen in every video you’re showing off your body and what was the point of showing which bra u we’re looking for in this vlog ?? I use to like your vlogs a lot, but now your vlogs is all about spending money, and showing ur body and stuff.",2023-05-28T18:31:50Z,NEGATIVE
@sumitsinghhallan2211,"Hey Pooja, I suggest you and Saransh live in Calgary for a month and see how you like it. Not like a vacation but trying living your regular life, Saransh working remotely and you vlogging there. That will give you the best idea",2023-05-28T18:20:01Z,POSITIVE
@Jashanjsingh,"Frankly Pooja, it’s completely your decision, GTA has tremendous opportunities to grow and prosper but after pandemic it’s not been the same in terms of cost of living. I have many friends moved to Calgary and are quite happy. However, note that it won’t have a vibrant social life as you did in Toronto (especially downtown), it’s mainly staying close to nature and a laid back lifestyle. I would say go for it, you have only one life to live as you say, who knows we might move there too someday 😄",2023-05-28T17:15:34Z,POSITIVE
@laxmareddy7904,I think Peterborough is best option in east,2023-05-28T17:11:30Z,POSITIVE
@Mansi-s6o,"I used to like her in the beginning.. but now dont understand her content.. sometimes she is going to fancy restaurants,expensive trips,buying groceries from expensive shops, and complaining about money all and cribing all the time.. Why should i watch and follow someone who is so confused and dosent know what they are doing.. Unfollowed her on Instagram and now unsubscribing her channel..",2023-05-28T17:06:10Z,NEGATIVE
@pipelinePros,"And, free up a room rent it out.",2023-05-28T15:40:25Z,NEUTRAL
@pipelinePros,"You should sell, but now. You will not get even the price you paid for. When you buy again, look for fixed rate interest. Variable interest rates are a trap.",2023-05-28T15:39:03Z,NEGATIVE
@decodedreality,I think you should go back to India.,2023-05-28T15:32:29Z,NEUTRAL
@decodedreality,"You curry @$$ immigrants destroyed this country, not so much inflation.",2023-05-28T15:30:03Z,NEGATIVE
@shaheedsulaiman5017,Come to winnipeg 😂😂 welcome to the club please,2023-05-28T14:54:11Z,POSITIVE
@jayashreeprabhu9989,"Please cut your expenses..try to be simple... wherever you go and if you spend unnecessary you won't save even single dollar.. whether it is Toronto, Calgary, Montreal or Vancouver.I am also in Toronto at present with my son.. It is a beautiful city...save.....save....",2023-05-28T14:47:49Z,POSITIVE
@lanaatkins3872,"You deserve to live your best life, and no one else will be able to comment on what that will mean for you. I know that you are trying to get engagement up on your content by asking these questions but it can just add confusion into the research you are doing for yourself. I hope that you will come to the right conclusion and realize that every decision is ultimately temporary. If you move, you always have the option to come back to Oakville if you find that it's not working out elsewhere, or maybe you'll find the life you always wanted. Keep an open mind, keep your motivation and don't lose hope - you'll make it out of this situation. <3",2023-05-28T14:46:14Z,POSITIVE
@mekaalice8668,I'd really recommend moving to Ottawa,2023-05-28T14:33:41Z,POSITIVE
@isabellatavares2842,have you guys taught abou montreal? ottawa? i believe is more like toronto and a little bit cheaper too,2023-05-28T14:27:33Z,POSITIVE
@morzariadeep,"no brainer....just move.....if you can't afford this city, it should be simple decision.....also, calgary is a beautiful city....mountains are much better than the falls....trust me",2023-05-28T13:52:29Z,POSITIVE
@Javedkhan-vm1hk,"Calgary is not a small city, it has a population of 1.6 Mil",2023-05-28T13:02:41Z,NEUTRAL
@ameersingh749,Doing the same!,2023-05-28T12:10:23Z,NEUTRAL
@amargadhia7516,"Key is start working, use your youtube as passive income. High interest rates cannot sustain and will eventually fall. Stay put, avoid exorbitant spending, and things should be good.",2023-05-28T11:48:11Z,NEUTRAL
@priyakaur8073,"What you save and where you spend is your personal decision! But one thing is sure, if staying in a smaller city will be boring, staying in a big city but won’t have money to spend around will be depressing 😅
I wonder if you have considered downsizing; I did so a few years back, and I saved not only a few bucks, but also time and effort that goes into managing a house.",2023-05-28T11:44:59Z,NEGATIVE
@unbox10,"Hi Pooja, me and my wife were also discussing the same last week and we were also in oakville downtown lakeshore yesterday thinking the same. We ran some analytics and finally decided to move to east end of toronto considering the living cost, jobs and opportunities here in GTA. Believe me, there are still  good properties to buy under 800k. To us, oakville is definitely our final destination but only once we have huge pockets. :)",2023-05-28T10:45:18Z,POSITIVE
@raj7788990,Kitchen Quartz ka kya hoga 😢 if you sell the house,2023-05-28T10:43:50Z,NEGATIVE
@geetajoshi46,"Why don't you both cut down lifestyle expenses, make food at home don't buy expensive coffees.... Be frugal",2023-05-28T10:06:36Z,NEUTRAL
@theesbros,She's not a vlogger she's a film maker,2023-05-28T09:52:43Z,NEUTRAL
@shwetabhutani8042,Who shoot this video while u were on the move?,2023-05-28T09:32:38Z,NEUTRAL
@thevineetmishra226,"First of all sell your expensive Mazda car and buy a used cheap car. This will also reduce your insurance cost.
You can sell your house and buy a smaller house like a 2bed townhouse. You may sell your house in losses but you buy a smaller house in even cheaper rate. Its that simple 😂",2023-05-28T09:18:10Z,POSITIVE
@BhavyaKaur,I cannot believe you self shot this video😮😮😮 The effort!!!!! ♥️♥️♥️,2023-05-28T09:15:15Z,POSITIVE
@sravsy,Even for us its the same from the day we moved to the present the inflation is too high and officially germany in recession for us but we still are fine bcos these things comes and goes! This time it didn’t take much toll on India doesn’t mean it will never bcos remember 2008! Anyway we didn’t move for money and savings and it’s for better work life balance and we are still having it so we have not much to complain but accept it as a part,2023-05-28T08:41:30Z,POSITIVE
@HKallioGoblin,"Housing is too flat, and wide. Idea is to build higher, and accommodate gigantic amount of people close to citycenters in very affordable way.",2023-05-28T08:36:12Z,POSITIVE
@kalsoomsheikh2996,I am in Edmonton don’t worry you gonna love Alberta specially Banff and jasper ❤,2023-05-28T08:28:01Z,POSITIVE
@rose-oc2ri,I enjoyed ur vlog,2023-05-28T08:18:03Z,POSITIVE
@anitakotvalourlifeingermany,Before moving especially since the jobs are few why don't you look at all your variable expenses and maybe cut down on unnecessary things for a few years. Maybe you could start work again...The best way to cut down on expenses is to concentrate on fitness and take up learning something online... from YouTube that is free...,2023-05-28T07:21:58Z,POSITIVE
@rmrm7830,I am from alberta and calagary is not boring at all. Its all nature here. Job is always a challenge initially but in end you find one if you try,2023-05-28T07:08:03Z,POSITIVE
@Amaira_444,"If you can't afford why did you get it? 😅 house, car, etc etc.
Now keep calm and pay off the loans.",2023-05-28T06:58:23Z,NEGATIVE
@ru50066,Whitby houses are expensive..I live in Oshawa and neighbourhood is really good..bjt same thing ..interest hike is everywhere and also the house prices are not that low..but selling your house in this market won’t be good idea specially when you have invested extra in house renovations..if you can wait then you should wait,2023-05-28T06:52:06Z,NEGATIVE
@rinabains4027,"Hi Pooja,my daughter migrated to Canada in2019 to Vancouver,but cost of living was too High,so they moved to Calgary year before,and are very happy with their decision winters are manageable,lots of sunshine, amazing natural beauty and culturally vibrant, They are leading a good life and also saving . Ofcourse it's a tough decision for you so here's hoping all turns out for the best for you",2023-05-28T06:49:02Z,POSITIVE
@jagmeetsingh-sj9og,Definitely pooja you should consider Calgary beacause it is the gretest place to live in canada even if you can consider Winnipeg as well,2023-05-28T06:19:09Z,POSITIVE
@ankitmishra3010,"Hey Pooja. There is a reason Calgary is cheaper. Life is dead and it only makes a good decision if you are complacent with your life. The winters are long.

There are few good aspects of Calgary but overall the ratio to livelihood and opportunities of exploring are balanced. 

Entire Canada is fucked up and selling home would be a good decision though but trust me The grass is not green anywhere in Canada.",2023-05-28T06:16:41Z,NEGATIVE
@subratamazumder5494,Join a full time job and reduce expenditure.... At least for a year,2023-05-28T06:11:14Z,NEUTRAL
@AayushiK1,It’s the same story in New Zealand as well! 😅,2023-05-28T05:37:15Z,NEUTRAL
@fakharzaman526,Kawa chala hans ki chaal. Be natural be Indian. Don't show off. You are nothing without India.,2023-05-28T05:22:22Z,NEUTRAL
@RyanAtrocities,"Most of them in the same situation, even me lol. 
1. Rent some portion of your house if you are completely comfortable. 
2. Doing second job (I love driving so I am doing grocery and food delivery). Also I am thinking to do two full time(yes it’s legal in canada).
3. Generate passive income (reselling in market place like this) 
4. If you have any debts, try considering 0% interest balance transfer credit cards. 
Yes life is to live but we can do some sacrifice for better life for short span of time. I think they will stop increase the interest rate at one point of time also one or two year after interest rate might go down and we all will be ok. For sure house will appreciate so don’t think about the mortgage that you are paying today. You should think this long way. There are many ways here in Toronto to make good amount of money but we will have to find that.",2023-05-28T05:21:34Z,POSITIVE
@RobbinSethi,"Guys!! We live very close to you in Mississauga near Brar sweets & our other home is in Chandigarh, Sector 18 A so I believe close to your Chandigarh home. We really love your content and are moving to Calgary, Alberta on July 1st this year. My sincere suggestion: Sell your beautiful GTA home & buy a similar beautiful home in Calgary to cut your mortgage payments into half. Calgary is sooo beautiful, close to Banff, Jasper National park, closer to Vancouver and so much more affordable and quite exciting too. And as far as cold is concerned, I think people just hype it.",2023-05-28T05:08:36Z,POSITIVE
@nasarulislam1140,"I live in Oshawa. It's good for Students (Ontario Tech University/ Durham College) But, there are a lot of Homeless people in Downtown Oshawa. North Oshawa is fine though.
Whitby is good.",2023-05-28T04:48:57Z,POSITIVE
@pripri8814,This is what happens when you live paycheck to paycheck but the good thing is you have realised.,2023-05-28T04:40:52Z,POSITIVE
@ShvetaJhamb,Calgary is a beautiful city. I stayed in Toronto for more than 5 years and moved here. It was a good decision. You will get lot of vlogging topics here as well,2023-05-28T04:32:12Z,POSITIVE
@tanmayrgup,This house is just too big for 2 people. You could have just bought a small condo.  Sell this house and stay on rent anywhere you go. No need for geographical limitation at this young age or a big financial drain on you guys.,2023-05-28T04:30:14Z,NEGATIVE
@meetmeinva,Welcome to NRI life. It’s a lot harder than people realize. In India people are fascinated by US and Canada but it’s difficult for folks to get settled here,2023-05-28T04:18:36Z,NEUTRAL
@dilinifernando7281,Calgary is a good city as my explorations. I think it’s better than Ontario 😊 Ontario is expensive from it name 😢,2023-05-28T04:10:24Z,POSITIVE
@ivneetkaur9393,Just a suggestion for the style of the video. It is nice to see a close up of you when you are speaking and sharing stuff. The long shot seems very distracting. I know you are trying new elements in your video but this does not work.,2023-05-28T04:02:54Z,NEGATIVE
@LuckyBombay,"Guys , once you get your citizenship , just move down south to USA … it’s much better here , career and money wise and weather is awesome … if it’s not financially viable sell your house … if you planning kids , have them in usa .. life sorted",2023-05-28T03:45:07Z,POSITIVE
@SuperRakshit007,Take a trip to calgary for a week or so and then decide,2023-05-28T03:40:10Z,NEUTRAL
@anishamaster5256,"I think they know  wht to do and  its already decided either they gonna move or sell the house o what not.. you guys spend a lot of money on your home gym, kitchen renovation wher you could have save those money.Every other volg is related to shopping or going on vacation.If you cant afford then why you spend so much.I really enjoyed watching you at the beginning but not anymore..it looks so dreamy  not reality..sorry to say I watch many vlogger but never seen like you who spends more than she earn😂😂😂and then talk about expense and not surviving..",2023-05-28T03:20:00Z,NEUTRAL
@MansiPatel8132,Your decision to move in Alberta it’s really good for your future. I live in Edmonton its good city too,2023-05-28T03:10:33Z,POSITIVE
@navindersingh7818,"Move to London, ON you’ll get detached house in 800 to 900k @peekapoo",2023-05-28T02:52:29Z,NEUTRAL
@tanvigarg6358,Inconsistent content totally!,2023-05-28T02:49:20Z,NEUTRAL
@MustafaKhan-jy7fn,Why don’t you guys rent a house and sell the one you own,2023-05-28T02:48:13Z,NEUTRAL
@pujanavghare1752,"Her: talking about expenses and cost cuttings, 
Also her: shopping at the end of the video😅",2023-05-28T02:45:19Z,NEUTRAL
@Make-Bank-Online,"""Do one thing every day that scares you."" ---Motivation",2023-05-28T02:32:55Z,NEUTRAL
@4evermistyblu,"Come to America!!! Houston, Texas more specifically. Sugarland, Texas has a huge population of Indian Americans.",2023-05-28T02:08:28Z,NEUTRAL
@user_01288,"Hey Pooja, I think moving or not moving is your decision but I want to recommend you something. Its not the right time to sell your house as market has gone down right now but Its best time to rent out your home and you should too rent out some condo for you. In this way you would be in net positive ROI. And also you would be building your home as an asset. Rents are way too high these days but if you plan accordingly and settle down for less while considering your current home as an investment property you would surely be in net positive condition! Stay Positive!♥",2023-05-28T01:48:33Z,POSITIVE
@Phantomwarrior90,"Having lived in calgary from 2008 to 2016. I can say life was hard after graduation in 2014. I couldn't find my career job in civil engineering. I moved to ottawa, on in 2017 and i got more interviews and then offers in 3 months than i did in calgary in 3 years. I have been in ottawa, on. Last year i started a remote job from alberta. And the work environment was dreadful. Unpaid overtime was expected even during vacation. After about 6 months,  i got laid off just before the holidays despite getting great reviews. and now i dread ever moving back to alberta. The worst part is those employed in alberta are ignorant of the employment situation in alberta.",2023-05-28T01:45:50Z,NEGATIVE
@kaushikmahadev8635,Move to calgary!,2023-05-28T01:44:47Z,NEUTRAL
@khandujabharat,"Hi! I have been through the same thoughts and I completely agree that such situations in life force you to think like that. I came to Canada in 2022 and I see the truth but we should always think of finding a better work around to deal with those hurdles. I am from North India and belong to the Punjabi family, I can connect with your thoughts and the kind of life we expect to live. I have lived in Calgary, Ottawa, Mississauga, Oakville for such a small duration. I saw you a couple of times in Sabzi Mandi at Bristol road, Mississauga but I could never meet due to the time crunch. Anyways, I finally decided to live close to GTA, where I can rent my basement, decided to get mortgage on fixed 3 year at the lowest rate available for us. Believe me, do not move out as you won't find happiness and will always miss living in lively areas like GTA. Just listen to your heart and use your mind to find a better work around, there are several solutions to the concern you have and I can't talk about those here, if you want to talk about it in detail, me and my partner will be there to sit and talk about it. Also, I still wish that you make the right decision and keep growing. Remember, there are ways to deal with a problem but you should always choose the best one for yourself. Good Night !",2023-05-28T01:44:32Z,NEUTRAL
@fadedpages,"Moving across the country seems like a drastic first step. I'm only saying this because you express not wanting to move several times in this brief video. If you love your house and neighborhood, it may be possible to look at other areas of your budget that can be downsized.",2023-05-28T01:42:24Z,NEUTRAL
@sohi2742,I think satisfaction is important. I would really like to move to calgary in near future and buy a house. I don’t find it thoughtful to stay in such an expensive place to just live close to bigger cities. Life is to enjoy not to survive. Cutting down expenses as everyone is saying won’t solve any problems but life will get more depressed thinking about saving and not buying anything for ourselves. Disclaimer: just waiting to get pr and move straight to Alberta,2023-05-28T01:39:19Z,NEUTRAL
@rj4356,"Pooja, here are a few suggestions:  what about a roommate, or yes, reduce your expenses for another 6 months to see how interests rates adjust. Cook all your meals & no high-priced cinnamon rolls 😅. Can you refinance to a fixed rate and/or sell your house for a profit & down size to stay in Ontario? You both get part-time jobs to supplement your income. You could sell your car & take the train or Uber when necessary! Research Financial Advisors for help❣️",2023-05-28T01:37:03Z,NEUTRAL
@shrutiguha9710,"Hi Pooja, Just wait for some time and meanwhile just adjust your expenses and find more passive income source. Don't stop enjoying, just work little more harder (I know u both work hard very hard - we can feel from the eyes). Hope you and your family be more happy. Just trust God and Hope things will change, but never stop enjoying and working hard",2023-05-28T01:27:57Z,POSITIVE
@navjotheerRealEstate,You will never like it in Calgary special moving from Ontario.Think of affordable cities in Ontario like Kitchener-waterloo- Cambridge or London and the list is long. I am a realtor myself and have clients move to Calgary from Ontario and then came back cz of dull life and nothing to do. I know people in Calgary will say it’s the best cz they either never lived in a big cities and let me tell you Ontario has huge population and great opportunities for anything you can think of where as Calgary is just equivalent  to Brampton & Mississauga and its over.There are many ways to get from this situation but moving out of the province is not the best. If possible switch you mortgage to 3 yrs fixed with rates around 4.6% and many more options. Let me know if you need to browse more options.,2023-05-28T01:07:35Z,NEUTRAL
@shen_here25,Can totally relate! Even concert tickets are unaffordable. But you will miss your lovely shops! You are a creative person & Oakville seems so suited to you. Try and find ways to work around your budget & stay 🙂,2023-05-28T00:55:44Z,POSITIVE
@gauriapte3985,"Hi Peekapoo ! I live in Edmonton and yes you are right you can save up some money if you are in Alberta, If you want to save up and start family Calgary is good place and you will get used to of winters here definitely they are harsh compared to Toronto but I am sure you will be fine.",2023-05-28T00:42:40Z,POSITIVE
@sahiltuli62,move back best option,2023-05-28T00:34:09Z,NEUTRAL
@lakmina2002,"without sell your house, try to rent it, and go Calgary. if you can cover high portipn of money from renting ur house you can keep the house in toronto while you living calgery",2023-05-28T00:33:50Z,NEUTRAL
@rohitguptac,Move to Calgary,2023-05-28T00:27:01Z,NEUTRAL
@ajc9376,I recently sold in Mississauga and moved to a Smaller city within Ontario and have a tiny mortgage now.  Trust me there is no price to financial freedom.  What is there so great about Toronto you need to stick around for?  When raising a family you will actually appreciate a quieter town.,2023-05-28T00:23:15Z,POSITIVE
@jamesdean7212,"It seems to me that you used your folks money to buy a house in Oakville and you're lecturing others about hard work, what a peace of shit.",2023-05-28T00:21:19Z,NEGATIVE
@soni-soni,Every generation goes thought inflation. If everyone starts to sell and move it will become a disaster. Growth happens in the big city's. U 2 are still young. U can get part time jobs to cover extra expenses. Work extra on weekends. Rent a room out. Cut down expances. Ur hubby wants his own business some day bigger city's are the way to go. Wait for ur citizenship than you can move to any other country with bigger salary's and rent ur house out. Think before moving cause once u have moved to a slow city it is next to impossible to move back to a bigger city. ❤❤,2023-05-28T00:14:22Z,NEUTRAL
@rajneellion,"Such a hard decision but I know you will make the right one when it comes to your future arms growth and I also think you can always come back if things didn’t work out the best or interest rates go down in the up coming future, you got this ❤",2023-05-28T00:02:28Z,POSITIVE
@danwickramasinghe4744,"Cities to mover: Ottawa, Windsor, Edmonton, Regina (bit remote but good)",2023-05-27T23:49:56Z,POSITIVE
@explorewithawais281,"Hey, I live in Calgary and visited Toronto recently. Trust me I missed Calgary. Toronto is overly crowded and everything is too expensive. In Calgary you don't only get a clean place or beauty but also quality life as it is affordable. Most importantly, the job things depends, for example, if you guys are in IT then there is no problem, you can work remotely from anywhere, like I work for a company in the USA. On the other hand keeping several aspects in mind Calgary is top 5 cities which are liveable, you can search more on google. Also when I visited Toronto I felt more cold because of humidity but in Calgary even though winters are harsh but feels like always less due to less humidity 🥶🥶",2023-05-27T23:33:15Z,NEUTRAL
@SurinderSingh-nx6nt,Pooja dear it’s your decision what to do or not but before you make any decision you have to find out what it will cost you to move from here to there . One thing I know is that you have to pay penalties on mortgage too.,2023-05-27T23:25:10Z,NEUTRAL
@deepthishenoy9013,I really feel GTA is the place to be in canada.. Vancouver is good but more expenwive.. . Anywhere else its going to be boring... Alberta is too cold...nothing much to do.. wait for ur citizenship and then you can move US/Dubai etc.. but for now i think 2 income salary is the only way to go.,2023-05-27T23:25:10Z,NEUTRAL
@streetsoftoronto5185,"Stop wasting your time guys. This video is for views and to get comments so that she can make more money to buy another peloton, redo another part of the house, and take more expensive vacations. This is a joke 😂 don’t fall for it and waste your time.",2023-05-27T23:18:27Z,NEGATIVE
@ryana8232,I have been living in Canada for 45 years you must realize to gain the best in life you have to take in short term pain or else you will struggle all your life you are literally living in the best suburb in Canada in terms of your capital growth and future value of your house so don’t even move to Calgary.,2023-05-27T23:14:27Z,NEUTRAL
@bedianhad,Move to Oshawa or Port Darlington or Hamilton(if you're flexible with the area). There are so many options within GTA and you can find good houses like for the family of 2 within a reasonble price.,2023-05-27T23:13:05Z,POSITIVE
@Kuchbhirakhlo759,Calgary has really good weather is not so harsh just couple of weeks. The jobs always gonna be more in bigger cities but considering expenses here and just 5% gst and house you guys would have almost no stress of mortgage and we have rockies which will take while to fully explore after that just take a flight and go somewhere else as you will be saving on mortgage.,2023-05-27T22:56:52Z,POSITIVE
@tahinisauce3338,CALGARY!!!!!!!!!!!,2023-05-27T22:48:43Z,NEUTRAL
@soni-soni,A suggestion. Ur lower floor where ur study is u can rent it out as a one bedroom and cover all ur extra expenses. U two can keep the upper portion to ur self. U can put a door to close up the upper level.,2023-05-27T22:42:24Z,NEUTRAL
